favourites_count,followersCount,friendsCount,hashtags,imageurl,lang,listedCount,retweetCount,retweetText,retweeted,tweetCreatedAt,tweetId,tweetText,url,userCreatedAt,userDescription,userID,userLocation,userName
3933,197,269,,http://pbs.twimg.com/profile_images/813216446297686016/hDxO6-iR_normal.jpg,en,10,1,Still...tommorrow I will climb out the window and smoke a cigarette on the gorgeous wysteria dangled tin roof top,True,2014-01-07 07:43:13,420460598996922370,RT @Amelia_Draws: Still...tommorrow I will climb out the window and smoke a cigarette on the gorgeous wysteria dangled tin roof top,https://t.co/DXVFIwQrYt,2012-11-01 21:03:20,stop reading my diary,919835424,Texas,Hella Hellacious
33374,784,678,['makeitagoodone'],http://pbs.twimg.com/profile_images/1120156654622969857/bFlZaY-S_normal.jpg,en,1,0,,False,2014-01-16 19:45:05,423903754120085504,Happy Birthday Bud I hope you've enjoyed this twitter fight entertainment on your birthday @Jack_Kairys #makeitagoodone,https://t.co/lvgTFbNEAW,2012-09-20 20:16:25,U.S. Army,836283974,Far Out ,Donovan 🇺🇸
30296,1050,812,None,http://pbs.twimg.com/profile_images/1104823653814886400/vVqkLgWp_normal.jpg,en,6,0,,False,2014-01-29 05:16:10,428396125070962688,@ZNasty84 me too bud,https://t.co/iqLPLDh24i,2013-07-24 06:17:42,"-—————- { P H O T O 📼 V I D E O } ————- High Contrast, High Content, Casually Lit. 📸🦕 IG: @dutchiedino",1617032035,"Arizona, USA",🦕 DINO 🦕
4761,588,519,,http://pbs.twimg.com/profile_images/1110103347875315712/MqawqHMZ_normal.jpg,en,4,1,I just need pot rn,True,2014-01-31 05:38:42,429126574823444480,RT @saamlevenhar: I just need pot rn,https://t.co/VhqgyhQKmU,2010-05-03 03:19:29,snapchat: marcjames14 Staten Island New York,139596213,NY,Marc
15592,315,619,None,http://pbs.twimg.com/profile_images/1001874151496351745/AQ1Cz1R6_normal.jpg,en,14,0,,False,2014-02-01 23:31:15,429758878214287360,@Gr0t3squ3ry that's what this kid does for fun. Pour some smoke into this cup.,,2011-02-06 20:49:42,"I'm a chef, cat owner, and gardener. Sometimes I share my every thought. #Sensate #LGTBQ Supporter #Clockbuster",248358808,"Illinois, USA",Colin T
7521,11596,2969,None,http://pbs.twimg.com/profile_images/1058000964605616128/6RTJXCru_normal.jpg,en,972,0,,False,2014-02-17 08:02:31,435323361451704320,Interesting - Candy Crush maker King reportedly kicking IPO plans into the long grass after weak interest http://t.co/jlKaFy1GTE,https://t.co/nnz2eZ4sc5,2011-04-01 15:15:54,"Senior City Correspondent @yahoofinance Past: @businessinsider, @eveningstandard, @independent. Loeb award finalist 2018. CPFC. Oscar@yahoofinance.com",275574802,London,Oscar Williams-Grut
44177,1007,503,,http://pbs.twimg.com/profile_images/1128384422925959168/93QI_DvL_normal.jpg,en,11,1,@Marihunna weed in my king size and right beside me got that potion,True,2014-02-21 05:38:47,436736741353877504,RT @BCebz: @Marihunna weed in my king size and right beside me got that potion,https://t.co/l6OG1vlFJB,2013-06-03 00:24:05,#4L,1478531461,"bay area, ca",NBA Youngboy fan acct
25148,2696,1380,None,http://pbs.twimg.com/profile_images/1060196229840334851/Btwr04hQ_normal.jpg,en,64,0,,False,2014-02-23 05:07:38,437453673980256256,"I hate my CO/smoke detector! It randomly starts beeping at night then stops. Of course, it never beeps when the Fire Dept is inspecting it.",,2012-12-04 16:11:30,"Pediatric Hospitalist, #tweetiatrician, Child Advocate, @UMich/@theroeperschool alumnus & Citizen of the 🌏. Tweets = my views. RTs ≠ endorsements.",989075401,"Cleveland, OH","Anika Kumar, MD"
16117,325,335,['IAintEvenMad'],http://pbs.twimg.com/profile_images/1085941492303233025/Pj30Alu5_normal.jpg,en,2,0,,False,2014-02-23 05:39:16,437461635444518912,"Found my self bored and hungry, so those two gave way to some home made hash browns. #IAintEvenMad… http://t.co/HyanxI5azW",https://t.co/foE6c0fnur,2012-01-25 14:09:44,“I'm above average”23.shsu.Listen to my boi @itsCrystalSkies🖤 Meme page link below,473951906,HTX,memedaddy.jpg
15101,471,525,None,http://pbs.twimg.com/profile_images/651794301052170240/kb5tfAvf_normal.jpg,en,10,2,,False,2014-03-02 04:45:08,439984727043608576,you mispelled best “@chellebells_: Female weed smokers the worst.”,https://t.co/acjpgZVS8K,2010-02-23 21:22:04,Aspiring Graphic Novel Writer  and Artist.,116877145,Nowhere NJ,KILLER QUEEN
