favourites_count,followersCount,friendsCount,hashtags,imageurl,lang,listedCount,retweetCount,retweetText,retweeted,tweetCreatedAt,tweetId,tweetText,url,userCreatedAt,userDescription,userID,userLocation,userName
41747,431,689,,http://pbs.twimg.com/profile_images/952581390603665408/FW742Dot_normal.jpg,en,7,18690,"How is it that a kid who smokes marijuana gets a police record, but the CEO of a company that ruins people’s lives has no criminal record.",True,2016-01-04 06:43:04,683901442831155201,"RT @SenSanders: How is it that a kid who smokes marijuana gets a police record, but the CEO of a company that ruins people’s lives has no c…",,2014-04-27 19:04:26,hola my dudes,2466520568,,Sophie
7874,638,430,None,http://pbs.twimg.com/profile_images/1035759217322405890/sZfn_7WE_normal.jpg,en,4,0,,False,2016-01-09 04:32:01,685680401562628097,this weed smells like cat piss,https://t.co/KS6VNLGXrr,2011-01-30 00:37:39,the best rapper at Outback Steakhouse. find me anywhere @TheDanMoss | d4ddyyyys boy,244728317,Elsewhere,@thedanmoss fan account 💯🥰
28902,361,375,['legalizedit'],http://pbs.twimg.com/profile_images/1094123187619516423/g4oFm_JJ_normal.jpg,en,4,1,Taking an Uber to the pot store because my car is dead. #legalizedit,True,2016-01-09 00:38:59,685621754660655105,RT @BeccaRobs: Taking an Uber to the pot store because my car is dead. #legalizedit,,2011-04-05 20:29:38,🏃🏼‍♀️,277662932,"Colorado, USA",K8
1,962,181,['Mail'],http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-11 21:48:11,686665938008027136,"(Cbc):#Mail order marijuana a challenging problem: police : Enter the words ""mail order marijuana"" into Google.. https://t.co/cO9ZDzaukM",http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
4972,419,669,None,http://pbs.twimg.com/profile_images/1068251752523214848/cyeYN7VH_normal.jpg,en,9,0,,False,2016-01-14 15:42:06,687660972174004225,"Sometimes I wake up and I think about the things that... Fuck that, I'm gonna smoke before I get mad.",,2012-09-04 14:18:54,"Pro Face Kicker, Trainer/Artist/Creator. Storyteller https://t.co/F03aXtk24D #selfishheart",802515463,"Houston, TX",Gregory Sanzo
1,962,181,['LCBO'],http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-18 14:06:59,689086585644666882,(Ottawasun):#LCBO a real buzz kill for marijuana sales : Now that the LCBO has shown it.. https://t.co/NQoOIReXiG https://t.co/XGvxoi4HFI,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
1,962,181,"['Recipes', 'Meals']",http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-19 12:07:34,689418921867227136,(Huffingtonpost):One-Pot #Recipes: 20 #Meals Perfect For Winter Weather : When the.. https://t.co/rS3gTKk1kh https://t.co/HpVEysc07M,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
11,1014,255,"['Tennis', 'Rocked']",http://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,en,2238,0,,False,2016-01-19 09:27:53,689378734554509312,(NBC News) #Tennis World #Rocked by Corruption Allegations : A joint Buzzfeed/BBC investigation alleges that.. https://t.co/mHUfXdOdZI,https://t.co/uULbWD2b7N,2015-11-26 21:38:57,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",4289485636,,StoriesFlow.com
4972,419,669,None,http://pbs.twimg.com/profile_images/1068251752523214848/cyeYN7VH_normal.jpg,en,9,0,,False,2016-01-21 18:26:12,690238984866295808,@melissealy smoke me fooooool,,2012-09-04 14:18:54,"Pro Face Kicker, Trainer/Artist/Creator. Storyteller https://t.co/F03aXtk24D #selfishheart",802515463,"Houston, TX",Gregory Sanzo
1,962,181,None,http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-25 00:35:44,691419145145942016,(Metronews):This shrimp and orzo skillet dinner is a one-pot wonder : Both orzo and.. https://t.co/ynLAP7K92Q https://t.co/0fpk8q6uPC,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
142190,3199,197,None,http://pbs.twimg.com/profile_images/1124104372814790656/LtNpkO35_normal.jpg,en,109,1,,False,2016-01-25 21:57:47,691741783651274752,"then we were dying bc the guy behind us was saying ""pass the weed"" and talked about how he needed a condom bc he was going to ""fuck"" a bitch",https://t.co/6KqVTqBOLS,2013-09-08 18:06:58,yeah i like twenty one pilots so what,1832555936,lv,alyssa
1,962,181,['Canada'],http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-27 21:23:44,692457988922081280,"(Straight):While #Canada waits for legalization, marijuana activists call for moratorium on arrests : One of.. https://t.co/BKKrw4TLOz",http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
11,1014,255,['Drug'],http://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,en,2238,0,,False,2016-01-28 08:42:14,692628739104989184,(Seattletimes) #Drug traffickers seek safe haven amid legal marijuana : DENVER (AP) —.. https://t.co/eqK7YjPcNs https://t.co/kwdjXLo67j,https://t.co/uULbWD2b7N,2015-11-26 21:38:57,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",4289485636,,StoriesFlow.com
1,962,181,"['High', 'Legalized']",http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-30 15:17:46,693453054486577152,(Macleans):#High hopes: #Legalized pot is on the way : As marijuana producers gear up to.. https://t.co/gmeuqfP1BA https://t.co/k8s3MscCry,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
37763,589,351,None,http://pbs.twimg.com/profile_images/1106683893854416897/z0OZGUX0_normal.jpg,en,5,0,,False,2016-01-31 05:48:30,693672183176953856,"What exactly is a ""cloud of marijuana""",,2009-03-22 18:03:32,Extra heavy cream.,25851526,"Raleigh, NC",seth
1,962,181,"['Guard', 'Yarmouth']",http://pbs.twimg.com/profile_images/673162669654962176/22n23zYV_normal.png,en,1425,0,,False,2016-01-31 15:57:39,693825480470859776,(Cbc):Coast #Guard rescues 5 from sinking fishing boat off the coast of #Yarmouth : A spokesman for Joint Task.. https://t.co/o7H6fV3Qbo,http://t.co/Lzs1t7QHt0,2015-09-27 16:47:51,"https://t.co/cz1EEBMr8X is a news aggregator, it gathers news from different sources around the Canada and the world for you, 24/7 automatically.",3794670447,,Latestcanada.com
11,1014,255,"['Pot', 'Affect']",http://pbs.twimg.com/profile_images/917886684649357312/aivZ5Pfc_normal.jpg,en,2238,0,,False,2016-02-02 17:42:25,694576620686868480,(Forbes) Does Long-Term #Pot Use #Affect Memory? Study Suggests So : A new study finds.. https://t.co/1LpENOffFO https://t.co/nExeVnoaFS,https://t.co/uULbWD2b7N,2015-11-26 21:38:57,"https://t.co/M3K6zKhn8Y is a news aggregator, it gathers news from different sources, and continuously monitor breaking news from multiple news websites.",4289485636,,StoriesFlow.com
37763,589,351,None,http://pbs.twimg.com/profile_images/1106683893854416897/z0OZGUX0_normal.jpg,en,5,0,,False,2016-02-05 00:43:42,695407413982179330,"Idc what y'all say about weed, it helps with appetite. I could have the gnarliest stomach flu and still wanna eat 7 pizzas",,2009-03-22 18:03:32,Extra heavy cream.,25851526,"Raleigh, NC",seth
